Date,High
3-May-22,"38,630.00"
2-May-22,"39,074.97"
1-May-22,"38,627.86"
30-Apr-22,"38,771.21"
29-Apr-22,"39,887.27"
28-Apr-22,"40,269.46"
27-Apr-22,"39,397.92"
26-Apr-22,"40,713.89"
25-Apr-22,"40,491.75"
24-Apr-22,"39,845.93"
23-Apr-22,"39,935.86"
22-Apr-22,"40,777.76"
21-Apr-22,"42,893.58"
20-Apr-22,"42,126.30"
19-Apr-22,"41,672.96"
18-Apr-22,"40,986.32"
17-Apr-22,"40,570.73"
16-Apr-22,"40,633.68"
15-Apr-22,"40,617.72"
14-Apr-22,"41,451.48"
13-Apr-22,"41,430.05"
12-Apr-22,"40,617.59"
11-Apr-22,"42,424.59"
10-Apr-22,"43,376.38"
9-Apr-22,"42,786.82"
8-Apr-22,"43,903.02"
7-Apr-22,"43,860.70"
6-Apr-22,"45,544.36"
5-Apr-22,"47,106.14"
4-Apr-22,"46,791.09"
3-Apr-22,"47,313.48"
2-Apr-22,"47,028.28"
1-Apr-22,"46,616.24"
31-Mar-22,"47,512.03"
30-Mar-22,"47,655.15"
29-Mar-22,"48,022.29"
28-Mar-22,"48,086.84"
27-Mar-22,"46,827.55"
26-Mar-22,"44,736.00"
25-Mar-22,"44,999.49"
24-Mar-22,"44,131.86"
23-Mar-22,"42,893.51"
22-Mar-22,"43,124.71"
21-Mar-22,"41,454.41"
20-Mar-22,"42,241.16"
19-Mar-22,"42,316.55"
18-Mar-22,"42,195.75"
17-Mar-22,"41,287.54"
16-Mar-22,"41,465.45"
15-Mar-22,"39,794.63"
14-Mar-22,"39,742.50"
13-Mar-22,"39,209.35"
12-Mar-22,"39,308.60"
11-Mar-22,"40,081.68"
10-Mar-22,"42,004.73"
9-Mar-22,"42,465.67"
8-Mar-22,"39,304.44"
7-Mar-22,"39,430.23"
6-Mar-22,"39,640.18"
5-Mar-22,"39,566.34"
4-Mar-22,"42,479.61"
3-Mar-22,"44,021.58"
2-Mar-22,"45,077.58"
1-Mar-22,"44,793.60"
28-Feb-22,"43,760.46"
27-Feb-22,"39,778.94"
26-Feb-22,"40,005.35"
25-Feb-22,"39,630.32"
24-Feb-22,"38,968.84"
23-Feb-22,"39,122.39"
22-Feb-22,"38,359.86"
21-Feb-22,"39,394.44"
20-Feb-22,"40,119.89"
19-Feb-22,"40,418.88"
18-Feb-22,"40,929.15"
17-Feb-22,"44,132.97"
16-Feb-22,"44,578.28"
15-Feb-22,"44,667.22"
14-Feb-22,"42,775.78"
13-Feb-22,"42,693.05"
12-Feb-22,"42,992.55"
11-Feb-22,"43,810.83"
10-Feb-22,"45,661.17"
9-Feb-22,"44,727.80"
8-Feb-22,"45,293.87"
7-Feb-22,"44,401.86"
6-Feb-22,"42,500.79"
5-Feb-22,"41,847.16"
4-Feb-22,"41,527.79"
3-Feb-22,"37,154.60"
2-Feb-22,"38,834.62"
1-Feb-22,"39,115.13"
31-Jan-22,"38,647.26"
30-Jan-22,"38,266.34"
29-Jan-22,"38,576.26"
28-Jan-22,"37,952.88"
27-Jan-22,"37,148.32"
26-Jan-22,"38,825.41"
25-Jan-22,"37,444.57"
24-Jan-22,"37,247.52"
23-Jan-22,"36,433.31"
22-Jan-22,"36,688.81"
21-Jan-22,"41,060.53"
20-Jan-22,"43,413.02"
19-Jan-22,"42,478.30"
18-Jan-22,"42,534.40"
17-Jan-22,"43,179.39"
16-Jan-22,"43,436.81"
15-Jan-22,"43,724.67"
14-Jan-22,"43,346.69"
13-Jan-22,"44,278.42"
12-Jan-22,"44,135.37"
11-Jan-22,"43,001.16"
10-Jan-22,"42,199.48"
9-Jan-22,"42,663.95"
8-Jan-22,"42,228.94"
7-Jan-22,"43,153.57"
6-Jan-22,"43,748.72"
5-Jan-22,"46,929.05"
4-Jan-22,"47,406.55"
3-Jan-22,"47,510.73"
2-Jan-22,"47,881.41"
1-Jan-22,"47,827.31"
31-Dec-21,"48,472.53"
30-Dec-21,"47,879.96"
29-Dec-21,"48,119.74"
28-Dec-21,"50,679.86"
27-Dec-21,"51,956.33"
26-Dec-21,"51,196.38"
25-Dec-21,"51,176.60"
24-Dec-21,"51,814.03"
23-Dec-21,"51,332.34"
22-Dec-21,"49,544.80"
21-Dec-21,"49,300.92"
20-Dec-21,"47,401.72"
19-Dec-21,"48,089.66"
18-Dec-21,"47,313.83"
17-Dec-21,"48,004.89"
16-Dec-21,"49,425.57"
15-Dec-21,"49,473.96"
14-Dec-21,"48,431.40"
13-Dec-21,"50,205.00"
12-Dec-21,"50,724.87"
11-Dec-21,"49,458.21"
10-Dec-21,"50,015.25"
9-Dec-21,"50,797.16"
8-Dec-21,"51,171.38"
7-Dec-21,"51,934.78"
6-Dec-21,"50,929.52"
5-Dec-21,"49,768.15"
4-Dec-21,"53,904.68"
3-Dec-21,"57,482.17"
2-Dec-21,"57,349.23"
1-Dec-21,"59,041.68"
30-Nov-21,"59,113.40"
29-Nov-21,"58,872.88"
28-Nov-21,"57,393.84"
27-Nov-21,"55,329.26"
26-Nov-21,"59,183.48"
25-Nov-21,"59,367.97"
24-Nov-21,"57,803.07"
23-Nov-21,"57,875.52"
22-Nov-21,"59,266.36"
21-Nov-21,"60,004.43"
20-Nov-21,"59,859.88"
19-Nov-21,"58,351.11"
18-Nov-21,"60,948.50"
17-Nov-21,"60,823.61"
16-Nov-21,"63,721.20"
15-Nov-21,"66,281.57"
14-Nov-21,"65,495.18"
13-Nov-21,"64,915.68"
12-Nov-21,"65,460.82"
11-Nov-21,"65,579.02"
10-Nov-21,"68,789.63"
9-Nov-21,"68,530.34"
8-Nov-21,"67,673.74"
7-Nov-21,"63,326.99"
6-Nov-21,"61,590.68"
5-Nov-21,"62,541.47"
4-Nov-21,"63,123.29"
3-Nov-21,"63,516.94"
2-Nov-21,"64,242.79"
1-Nov-21,"62,419.00"
31-Oct-21,"62,406.17"
30-Oct-21,"62,330.14"
29-Oct-21,"62,927.61"
28-Oct-21,"62,128.63"
27-Oct-21,"61,435.18"
26-Oct-21,"63,229.03"
25-Oct-21,"63,729.32"
24-Oct-21,"61,505.80"
23-Oct-21,"61,743.88"
22-Oct-21,"63,715.02"
21-Oct-21,"66,600.55"
20-Oct-21,"66,930.39"
19-Oct-21,"64,434.54"
18-Oct-21,"62,614.66"
17-Oct-21,"61,645.52"
16-Oct-21,"62,274.48"
15-Oct-21,"62,757.13"
14-Oct-21,"58,478.73"
13-Oct-21,"57,688.66"
12-Oct-21,"57,627.88"
11-Oct-21,"57,793.04"
10-Oct-21,"56,401.30"
9-Oct-21,"55,397.95"
8-Oct-21,"55,922.98"
7-Oct-21,"55,338.63"
6-Oct-21,"55,568.46"
5-Oct-21,"51,839.98"
4-Oct-21,"49,456.78"
3-Oct-21,"49,130.69"
2-Oct-21,"48,282.06"
1-Oct-21,"48,436.01"
30-Sep-21,"44,092.60"
29-Sep-21,"42,545.26"
28-Sep-21,"42,775.14"
27-Sep-21,"44,313.25"
26-Sep-21,"43,919.30"
25-Sep-21,"42,996.26"
24-Sep-21,"45,080.49"
23-Sep-21,"44,942.18"
22-Sep-21,"43,978.62"
21-Sep-21,"43,607.61"
20-Sep-21,"47,328.20"
19-Sep-21,"48,328.37"
18-Sep-21,"48,791.78"
17-Sep-21,"48,160.92"
16-Sep-21,"48,486.83"
15-Sep-21,"48,450.47"
14-Sep-21,"47,218.13"
13-Sep-21,"46,598.68"
12-Sep-21,"46,364.88"
11-Sep-21,"45,969.29"
10-Sep-21,"47,031.74"
9-Sep-21,"47,261.95"
8-Sep-21,"47,334.05"
7-Sep-21,"52,853.77"
6-Sep-21,"52,700.94"
5-Sep-21,"51,868.68"
4-Sep-21,"50,545.58"
3-Sep-21,"50,982.27"
2-Sep-21,"50,343.42"
1-Sep-21,"49,111.09"
31-Aug-21,"48,189.55"
30-Aug-21,"48,925.61"
29-Aug-21,"49,644.11"
28-Aug-21,"49,283.50"
27-Aug-21,"49,112.79"
26-Aug-21,"49,347.58"
25-Aug-21,"49,202.88"
24-Aug-21,"49,878.77"
23-Aug-21,"50,482.08"
22-Aug-21,"49,471.61"
21-Aug-21,"49,717.02"
20-Aug-21,"49,342.15"
19-Aug-21,"46,970.76"
18-Aug-21,"45,952.06"
17-Aug-21,"47,139.57"
16-Aug-21,"47,998.10"
15-Aug-21,"47,357.11"
14-Aug-21,"48,098.68"
13-Aug-21,"47,831.98"
12-Aug-21,"46,228.91"
11-Aug-21,"46,735.63"
10-Aug-21,"46,637.99"
9-Aug-21,"46,456.83"
8-Aug-21,"45,282.35"
7-Aug-21,"44,689.86"
6-Aug-21,"43,271.66"
5-Aug-21,"41,341.93"
4-Aug-21,"39,952.30"
3-Aug-21,"39,750.03"
2-Aug-21,"40,419.18"
1-Aug-21,"42,541.68"
31-Jul-21,"42,231.45"
30-Jul-21,"42,235.55"
29-Jul-21,"40,593.07"
28-Jul-21,"40,816.07"
27-Jul-21,"39,406.94"
26-Jul-21,"40,499.68"
25-Jul-21,"35,364.93"
24-Jul-21,"34,490.39"
23-Jul-21,"33,581.55"
22-Jul-21,"32,576.40"
21-Jul-21,"32,752.33"
20-Jul-21,"31,006.19"
19-Jul-21,"31,885.86"
18-Jul-21,"32,399.00"
17-Jul-21,"31,935.95"
16-Jul-21,"32,218.41"
15-Jul-21,"33,159.64"
14-Jul-21,"33,061.40"
13-Jul-21,"33,327.10"
12-Jul-21,"34,592.16"
11-Jul-21,"34,584.70"
10-Jul-21,"34,209.07"
9-Jul-21,"34,042.29"
8-Jul-21,"33,907.91"
7-Jul-21,"34,997.66"
6-Jul-21,"35,038.54"
5-Jul-21,"35,284.34"
4-Jul-21,"35,937.57"
3-Jul-21,"34,909.26"
2-Jul-21,"33,939.59"
1-Jul-21,"35,035.98"
30-Jun-21,"36,074.76"
29-Jun-21,"36,542.11"
28-Jun-21,"35,219.89"
27-Jun-21,"34,656.13"
26-Jun-21,"32,637.59"
25-Jun-21,"35,487.25"
24-Jun-21,"35,228.85"
23-Jun-21,"34,753.41"
22-Jun-21,"33,292.45"
21-Jun-21,"35,721.64"
20-Jun-21,"36,059.48"
19-Jun-21,"36,457.80"
18-Jun-21,"38,187.26"
17-Jun-21,"39,513.67"
16-Jun-21,"40,516.78"
15-Jun-21,"41,295.27"
14-Jun-21,"40,978.36"
13-Jun-21,"39,322.78"
12-Jun-21,"37,408.93"
11-Jun-21,"37,608.70"
10-Jun-21,"38,334.32"
9-Jun-21,"37,537.37"
8-Jun-21,"34,017.39"
7-Jun-21,"36,790.57"
6-Jun-21,"36,436.42"
5-Jun-21,"37,917.71"
4-Jun-21,"39,242.48"
3-Jun-21,"39,478.95"
2-Jun-21,"38,231.34"
1-Jun-21,"37,896.73"
31-May-21,"37,468.25"
30-May-21,"36,400.67"
29-May-21,"37,234.50"
28-May-21,"38,856.97"
27-May-21,"40,379.62"
26-May-21,"40,782.08"
25-May-21,"39,776.35"
24-May-21,"39,835.14"
23-May-21,"38,289.22"
22-May-21,"38,831.05"
21-May-21,"42,172.17"
20-May-21,"42,462.98"
19-May-21,"43,546.12"
18-May-21,"45,812.46"
17-May-21,"46,623.56"
16-May-21,"49,720.04"
15-May-21,"50,639.66"
14-May-21,"51,438.12"
13-May-21,"51,330.84"
12-May-21,"57,939.36"
11-May-21,"56,872.54"
10-May-21,"59,519.36"
9-May-21,"59,210.88"
8-May-21,"59,464.61"
7-May-21,"58,606.63"
6-May-21,"58,363.32"
5-May-21,"57,911.36"
4-May-21,"57,214.18"
3-May-21,"58,973.31"
2-May-21,"57,902.59"
1-May-21,"58,448.34"
30-Apr-21,"57,900.72"
29-Apr-21,"55,115.84"
28-Apr-21,"56,227.21"
27-Apr-21,"55,416.96"
26-Apr-21,"54,288.00"
25-Apr-21,"50,506.02"
24-Apr-21,"51,167.56"
23-Apr-21,"52,120.79"
22-Apr-21,"55,410.23"
21-Apr-21,"56,757.97"
20-Apr-21,"57,062.15"
19-Apr-21,"57,520.05"
18-Apr-21,"61,057.46"
17-Apr-21,"62,572.18"
16-Apr-21,"63,594.72"
15-Apr-21,"63,821.67"
14-Apr-21,"64,863.10"
13-Apr-21,"63,742.29"
12-Apr-21,"61,253.04"
11-Apr-21,"60,790.55"
10-Apr-21,"61,276.66"
9-Apr-21,"58,937.05"
8-Apr-21,"58,338.74"
7-Apr-21,"58,731.14"
6-Apr-21,"59,479.58"
5-Apr-21,"59,891.30"
4-Apr-21,"58,913.75"
3-Apr-21,"60,110.27"
2-Apr-21,"60,267.19"
1-Apr-21,"59,586.07"
31-Mar-21,"59,930.03"
30-Mar-21,"59,447.22"
29-Mar-21,"58,342.10"
28-Mar-21,"56,610.31"
27-Mar-21,"56,568.21"
26-Mar-21,"55,137.31"
25-Mar-21,"53,392.39"
24-Mar-21,"57,262.38"
23-Mar-21,"55,985.44"
22-Mar-21,"58,471.48"
21-Mar-21,"58,767.90"
20-Mar-21,"60,031.29"
19-Mar-21,"59,498.38"
18-Mar-21,"60,116.25"
17-Mar-21,"58,969.82"
16-Mar-21,"56,833.18"
15-Mar-21,"60,540.99"
14-Mar-21,"61,597.92"
13-Mar-21,"61,683.86"
12-Mar-21,"57,996.62"
11-Mar-21,"58,091.06"
10-Mar-21,"57,258.25"
9-Mar-21,"54,824.12"
8-Mar-21,"52,314.07"
7-Mar-21,"51,384.37"
6-Mar-21,"49,147.22"
5-Mar-21,"49,396.43"
4-Mar-21,"51,735.09"
3-Mar-21,"52,535.14"
2-Mar-21,"50,127.51"
1-Mar-21,"49,784.02"
28-Feb-21,"46,716.43"
27-Feb-21,"48,253.27"
26-Feb-21,"48,370.79"
25-Feb-21,"51,948.97"
24-Feb-21,"51,290.14"
23-Feb-21,"54,204.93"
22-Feb-21,"57,533.39"
21-Feb-21,"58,330.57"
20-Feb-21,"57,505.23"
19-Feb-21,"56,113.65"
18-Feb-21,"52,474.11"
17-Feb-21,"52,533.91"
16-Feb-21,"50,341.10"
15-Feb-21,"48,875.57"
14-Feb-21,"49,487.64"
13-Feb-21,"48,047.75"
12-Feb-21,"48,745.73"
11-Feb-21,"48,463.47"
10-Feb-21,"47,145.57"
9-Feb-21,"48,003.72"
8-Feb-21,"46,203.93"
7-Feb-21,"39,621.84"
6-Feb-21,"40,846.55"
5-Feb-21,"38,225.91"
4-Feb-21,"38,592.18"
3-Feb-21,"37,480.19"
2-Feb-21,"35,896.88"
1-Feb-21,"34,638.21"
31-Jan-21,"34,288.33"
30-Jan-21,"34,834.71"
29-Jan-21,"38,406.26"
28-Jan-21,"33,858.31"
27-Jan-21,"32,564.03"
26-Jan-21,"32,794.55"
25-Jan-21,"34,802.74"
24-Jan-21,"32,944.01"
23-Jan-21,"33,360.98"
22-Jan-21,"33,811.85"
21-Jan-21,"35,552.68"
20-Jan-21,"36,378.33"
19-Jan-21,"37,755.89"
18-Jan-21,"37,299.29"
17-Jan-21,"36,722.35"
16-Jan-21,"37,864.37"
15-Jan-21,"39,577.71"
14-Jan-21,"39,966.41"
13-Jan-21,"37,599.96"
12-Jan-21,"36,568.53"
11-Jan-21,"38,346.53"
10-Jan-21,"41,420.19"
9-Jan-21,"41,436.35"
8-Jan-21,"41,946.74"
7-Jan-21,"40,180.37"
6-Jan-21,"36,879.70"
5-Jan-21,"34,437.59"
4-Jan-21,"33,440.22"
3-Jan-21,"34,608.56"
2-Jan-21,"33,155.12"
1-Jan-21,"29,600.63"
31-Dec-20,"29,244.88"
30-Dec-20,"28,937.74"
29-Dec-20,"27,370.72"
28-Dec-20,"27,389.11"
27-Dec-20,"28,288.84"
26-Dec-20,"26,718.07"
25-Dec-20,"24,710.10"
24-Dec-20,"23,768.34"
23-Dec-20,"24,024.49"
22-Dec-20,"23,789.90"
21-Dec-20,"24,059.98"
20-Dec-20,"24,209.66"
19-Dec-20,"24,085.86"
18-Dec-20,"23,238.60"
17-Dec-20,"23,642.66"
16-Dec-20,"21,458.91"
15-Dec-20,"19,525.01"
14-Dec-20,"19,305.10"
13-Dec-20,"19,381.54"
12-Dec-20,"18,919.55"
11-Dec-20,"18,268.45"
10-Dec-20,"18,553.30"
9-Dec-20,"18,626.29"
8-Dec-20,"19,283.48"
7-Dec-20,"19,411.83"
6-Dec-20,"19,390.50"
5-Dec-20,"19,160.45"
4-Dec-20,"19,511.40"
3-Dec-20,"19,566.19"
2-Dec-20,"19,308.33"
1-Dec-20,"19,845.97"
30-Nov-20,"19,749.26"
29-Nov-20,"18,283.63"
28-Nov-20,"17,853.94"
27-Nov-20,"17,445.02"
26-Nov-20,"18,866.29"
25-Nov-20,"19,390.96"
24-Nov-20,"19,348.27"
23-Nov-20,"18,711.43"
22-Nov-20,"18,688.97"
21-Nov-20,"18,936.62"
20-Nov-20,"18,773.23"
19-Nov-20,"18,119.55"
18-Nov-20,"18,393.95"
17-Nov-20,"17,782.92"
16-Nov-20,"16,816.18"
15-Nov-20,"16,123.11"
14-Nov-20,"16,317.81"
13-Nov-20,"16,463.18"
12-Nov-20,"16,305.00"
11-Nov-20,"15,916.26"
10-Nov-20,"15,450.33"
9-Nov-20,"15,785.14"
8-Nov-20,"15,637.32"
7-Nov-20,"15,737.10"
6-Nov-20,"15,903.44"
5-Nov-20,"15,706.40"
4-Nov-20,"14,218.77"
3-Nov-20,"13,984.98"
2-Nov-20,"13,808.32"
1-Nov-20,"13,862.03"
31-Oct-20,"14,028.21"
30-Oct-20,"13,651.52"
29-Oct-20,"13,612.05"
28-Oct-20,"13,837.70"
27-Oct-20,"13,759.67"
26-Oct-20,"13,225.30"
25-Oct-20,"13,329.18"
24-Oct-20,"13,145.07"
23-Oct-20,"13,015.96"
22-Oct-20,"13,161.59"
21-Oct-20,"13,184.57"
20-Oct-20,"11,999.92"
19-Oct-20,"11,799.09"
18-Oct-20,"11,483.36"
17-Oct-20,"11,386.26"
16-Oct-20,"11,540.06"
15-Oct-20,"11,569.91"
14-Oct-20,"11,539.98"
13-Oct-20,"11,548.98"
12-Oct-20,"11,698.47"
11-Oct-20,"11,428.81"
10-Oct-20,"11,442.21"
9-Oct-20,"11,102.67"
8-Oct-20,"10,945.74"
7-Oct-20,"10,680.51"
6-Oct-20,"10,797.58"
5-Oct-20,"10,793.51"
4-Oct-20,"10,686.00"
3-Oct-20,"10,598.94"
2-Oct-20,"10,657.84"
1-Oct-20,"10,933.62"
30-Sep-20,"10,847.26"
29-Sep-20,"10,860.00"
28-Sep-20,"10,945.35"
27-Sep-20,"10,803.98"
26-Sep-20,"10,773.00"
25-Sep-20,"10,777.70"
24-Sep-20,"10,771.06"
23-Sep-20,"10,537.83"
22-Sep-20,"10,568.08"
21-Sep-20,"10,988.30"
20-Sep-20,"11,095.87"
19-Sep-20,"11,134.09"
18-Sep-20,"11,034.91"
17-Sep-20,"11,037.42"
16-Sep-20,"11,100.12"
15-Sep-20,"10,938.63"
14-Sep-20,"10,800.01"
13-Sep-20,"10,577.21"
12-Sep-20,"10,578.84"
11-Sep-20,"10,434.92"
10-Sep-20,"10,503.91"
9-Sep-20,"10,350.54"
8-Sep-20,"10,414.78"
7-Sep-20,"10,399.15"
6-Sep-20,"10,353.93"
5-Sep-20,"10,581.57"
4-Sep-20,"10,663.92"
3-Sep-20,"11,443.02"
2-Sep-20,"11,964.82"
1-Sep-20,"12,067.08"
31-Aug-20,"11,768.88"
30-Aug-20,"11,715.26"
29-Aug-20,"11,585.64"
28-Aug-20,"11,545.62"
27-Aug-20,"11,570.79"
26-Aug-20,"11,530.05"
25-Aug-20,"11,778.30"
24-Aug-20,"11,807.63"
23-Aug-20,"11,713.43"
22-Aug-20,"11,689.41"
21-Aug-20,"11,899.26"
20-Aug-20,"11,900.41"
19-Aug-20,"12,028.92"
18-Aug-20,"12,335.71"
17-Aug-20,"12,359.06"
16-Aug-20,"11,934.90"
15-Aug-20,"11,963.20"
14-Aug-20,"12,150.99"
13-Aug-20,"11,796.40"
12-Aug-20,"11,748.40"
11-Aug-20,"11,932.71"
10-Aug-20,"12,045.14"
9-Aug-20,"11,806.06"
8-Aug-20,"11,800.06"
7-Aug-20,"11,898.04"
6-Aug-20,"11,902.34"
5-Aug-20,"11,786.62"
4-Aug-20,"11,385.38"
3-Aug-20,"11,453.08"
2-Aug-20,"12,034.14"
1-Aug-20,"11,794.78"
31-Jul-20,"11,415.86"
30-Jul-20,"11,169.36"
29-Jul-20,"11,304.40"
28-Jul-20,"11,204.33"
27-Jul-20,"11,298.22"
26-Jul-20,"10,023.81"
25-Jul-20,"9,704.56"
24-Jul-20,"9,623.34"
23-Jul-20,"9,610.25"
22-Jul-20,"9,530.52"
21-Jul-20,"9,407.26"
20-Jul-20,"9,214.27"
19-Jul-20,"9,201.40"
18-Jul-20,"9,230.98"
17-Jul-20,"9,182.25"
16-Jul-20,"9,214.31"
15-Jul-20,"9,275.33"
14-Jul-20,"9,283.84"
13-Jul-20,"9,306.41"
12-Jul-20,"9,319.42"
11-Jul-20,"9,293.53"
10-Jul-20,"9,287.47"
9-Jul-20,"9,431.38"
8-Jul-20,"9,450.34"
7-Jul-20,"9,360.62"
6-Jul-20,"9,375.47"
5-Jul-20,"9,162.18"
4-Jul-20,"9,183.30"
3-Jul-20,"9,202.34"
2-Jul-20,"9,274.96"
1-Jul-20,"9,309.75"
30-Jun-20,"9,217.84"
29-Jun-20,"9,237.57"
28-Jun-20,"9,197.55"
27-Jun-20,"9,207.81"
26-Jun-20,"9,310.52"
25-Jun-20,"9,340.16"
24-Jun-20,"9,680.37"
23-Jun-20,"9,670.54"
22-Jun-20,"9,655.07"
21-Jun-20,"9,401.11"
20-Jun-20,"9,394.97"
19-Jun-20,"9,440.88"
18-Jun-20,"9,482.78"
17-Jun-20,"9,540.42"
16-Jun-20,"9,579.43"
15-Jun-20,"9,504.86"
14-Jun-20,"9,482.27"
13-Jun-20,"9,493.21"
12-Jun-20,"9,540.47"
11-Jun-20,"9,938.30"
10-Jun-20,"9,908.90"
9-Jun-20,"9,836.37"
8-Jun-20,"9,782.31"
7-Jun-20,"9,768.50"
6-Jun-20,"9,773.43"
5-Jun-20,"9,869.24"
4-Jun-20,"9,887.61"
3-Jun-20,"9,682.86"
2-Jun-20,"10,182.34"
1-Jun-20,"10,199.57"
31-May-20,"9,700.34"
30-May-20,"9,704.03"
29-May-20,"9,573.67"
28-May-20,"9,546.32"
27-May-20,"9,203.32"
26-May-20,"8,991.97"
25-May-20,"8,951.01"
24-May-20,"9,288.40"
23-May-20,"9,302.50"
22-May-20,"9,232.94"
21-May-20,"9,555.24"
20-May-20,"9,804.79"
19-May-20,"9,836.05"
18-May-20,"9,906.03"
17-May-20,"9,823.00"
16-May-20,"9,564.21"
15-May-20,"9,755.83"
14-May-20,"9,793.27"
13-May-20,"9,317.88"
12-May-20,"8,949.90"
11-May-20,"9,033.47"
10-May-20,"9,595.58"
9-May-20,"9,913.86"
8-May-20,"9,996.74"
7-May-20,"9,992.66"
6-May-20,"9,411.47"
5-May-20,"9,062.42"
4-May-20,"8,956.91"
3-May-20,"9,167.78"
2-May-20,"9,007.19"
1-May-20,"9,048.02"
30-Apr-20,"9,440.65"
29-Apr-20,"8,871.75"
28-Apr-20,"7,814.53"
27-Apr-20,"7,795.60"
26-Apr-20,"7,700.59"
25-Apr-20,"7,641.36"
24-Apr-20,"7,574.20"
23-Apr-20,"7,491.79"
22-Apr-20,"7,145.87"
21-Apr-20,"6,934.55"
20-Apr-20,"7,240.29"
19-Apr-20,"7,280.52"
18-Apr-20,"7,269.96"
17-Apr-20,"7,167.18"
16-Apr-20,"7,134.45"
15-Apr-20,"6,928.66"
14-Apr-20,"6,958.56"
13-Apr-20,"6,965.62"
12-Apr-20,"7,119.95"
11-Apr-20,"6,926.07"
10-Apr-20,"7,303.82"
9-Apr-20,"7,341.45"
8-Apr-20,"7,356.22"
7-Apr-20,"7,427.94"
6-Apr-20,"7,271.78"
5-Apr-20,"6,883.41"
4-Apr-20,"6,878.95"
3-Apr-20,"7,003.22"
2-Apr-20,"7,088.25"
1-Apr-20,"6,612.57"
31-Mar-20,"6,504.52"
30-Mar-20,"6,517.20"
29-Mar-20,"6,250.47"
28-Mar-20,"6,467.50"
27-Mar-20,"6,793.84"
26-Mar-20,"6,735.46"
25-Mar-20,"6,892.51"
24-Mar-20,"6,789.02"
23-Mar-20,"6,443.93"
22-Mar-20,"6,359.70"
21-Mar-20,"6,378.14"
20-Mar-20,"6,844.26"
19-Mar-20,"6,329.74"
18-Mar-20,"5,331.83"
17-Mar-20,"5,371.35"
16-Mar-20,"5,385.23"
15-Mar-20,"5,836.65"
14-Mar-20,"5,625.23"
13-Mar-20,"5,838.11"
12-Mar-20,"7,929.12"
11-Mar-20,"7,950.81"
10-Mar-20,"8,136.95"
9-Mar-20,"8,177.79"
8-Mar-20,"8,914.34"
7-Mar-20,"9,163.22"
6-Mar-20,"9,167.70"
5-Mar-20,"9,142.05"
4-Mar-20,"8,843.37"
3-Mar-20,"8,901.60"
2-Mar-20,"8,921.31"
1-Mar-20,"8,726.80"
29-Feb-20,"8,775.63"
28-Feb-20,"8,890.46"
27-Feb-20,"8,932.89"
26-Feb-20,"9,354.78"
25-Feb-20,"9,652.74"
24-Feb-20,"9,951.75"
23-Feb-20,"9,937.40"
22-Feb-20,"9,698.23"
21-Feb-20,"9,723.01"
20-Feb-20,"9,643.22"
19-Feb-20,"10,191.68"
18-Feb-20,"10,161.94"
17-Feb-20,"9,938.82"
16-Feb-20,"10,053.97"
15-Feb-20,"10,341.56"
14-Feb-20,"10,322.00"
13-Feb-20,"10,457.63"
12-Feb-20,"10,393.61"
11-Feb-20,"10,210.05"
10-Feb-20,"10,165.77"
9-Feb-20,"10,129.44"
8-Feb-20,"9,876.75"
7-Feb-20,"9,834.72"
6-Feb-20,"9,824.62"
5-Feb-20,"9,701.30"
4-Feb-20,"9,331.27"
3-Feb-20,"9,540.37"
2-Feb-20,"9,468.80"
1-Feb-20,"9,439.32"
31-Jan-20,"9,521.71"
30-Jan-20,"9,553.13"
29-Jan-20,"9,406.43"
28-Jan-20,"9,358.59"
27-Jan-20,"8,977.73"
26-Jan-20,"8,602.40"
25-Jan-20,"8,458.45"
24-Jan-20,"8,514.67"
23-Jan-20,"8,687.75"
22-Jan-20,"8,792.99"
21-Jan-20,"8,755.71"
20-Jan-20,"8,745.59"
19-Jan-20,"9,164.36"
18-Jan-20,"9,012.20"
17-Jan-20,"8,958.12"
16-Jan-20,"8,846.46"
15-Jan-20,"8,890.12"
14-Jan-20,"8,879.51"
13-Jan-20,"8,197.79"
12-Jan-20,"8,200.06"
11-Jan-20,"8,218.36"
10-Jan-20,"8,166.55"
9-Jan-20,"8,082.30"
8-Jan-20,"8,396.74"
7-Jan-20,"8,178.22"
6-Jan-20,"7,781.87"
5-Jan-20,"7,544.50"
4-Jan-20,"7,427.39"
3-Jan-20,"7,413.72"
2-Jan-20,"7,212.16"
1-Jan-20,"7,254.33"
31-Dec-19,"7,335.29"
30-Dec-19,"7,454.82"
29-Dec-19,"7,513.95"
28-Dec-19,"7,399.04"
27-Dec-19,"7,363.53"
26-Dec-19,"7,388.30"
25-Dec-19,"7,357.02"
24-Dec-19,"7,535.72"
23-Dec-19,"7,656.18"
22-Dec-19,"7,518.03"
21-Dec-19,"7,223.23"
20-Dec-19,"7,257.92"
19-Dec-19,"7,346.60"
18-Dec-19,"7,324.98"
17-Dec-19,"6,964.08"
16-Dec-19,"7,171.17"
15-Dec-19,"7,181.08"
14-Dec-19,"7,308.84"
13-Dec-19,"7,293.56"
12-Dec-19,"7,266.64"
11-Dec-19,"7,324.16"
10-Dec-19,"7,424.02"
9-Dec-19,"7,618.09"
8-Dec-19,"7,634.61"
7-Dec-19,"7,589.95"
6-Dec-19,"7,547.00"
5-Dec-19,"7,743.43"
4-Dec-19,"7,539.78"
